HMS,StructuredFormula,Temperature,Pressure,crystal_system,formula,all_valence_s_sum,all_valence_s_avg,all_valence_s_dev,all_valence_s_min,all_valence_s_max,all_valence_s_range,all_valence_s_mode,all_unfilled_valence_s_sum,all_unfilled_valence_s_avg,all_unfilled_valence_s_dev,all_unfilled_valence_s_min,all_unfilled_valence_s_max,all_unfilled_valence_s_range,all_unfilled_valence_s_mode,all_valence_p_sum,all_valence_p_avg,all_valence_p_dev,all_valence_p_min,all_valence_p_max,all_valence_p_range,all_valence_p_mode,all_unfilled_valence_p_sum,all_unfilled_valence_p_avg,all_unfilled_valence_p_dev,all_unfilled_valence_p_min,all_unfilled_valence_p_max,all_unfilled_valence_p_range,all_unfilled_valence_p_mode,all_valence_d_sum,all_valence_d_avg,all_valence_d_dev,all_valence_d_min,all_valence_d_max,all_valence_d_range,all_valence_d_mode,all_unfilled_valence_d_sum,all_unfilled_valence_d_avg,all_unfilled_valence_d_dev,all_unfilled_valence_d_min,all_unfilled_valence_d_max,all_unfilled_valence_d_range,all_unfilled_valence_d_mode,all_valence_f_sum,all_valence_f_avg,all_valence_f_dev,all_valence_f_min,all_valence_f_max,all_valence_f_range,all_valence_f_mode,all_unfilled_valence_f_sum,all_unfilled_valence_f_avg,all_unfilled_valence_f_dev,all_unfilled_valence_f_min,all_unfilled_valence_f_max,all_unfilled_valence_f_range,all_unfilled_valence_f_mode,all_valence_total_sum,all_valence_total_avg,all_valence_total_dev,all_valence_total_min,all_valence_total_max,all_valence_total_range,all_valence_total_mode,all_unfilled_valence_total_sum,all_unfilled_valence_total_avg,all_unfilled_valence_total_dev,all_unfilled_valence_total_min,all_unfilled_valence_total_max,all_unfilled_valence_total_range,all_unfilled_valence_total_mode,all_ionic_radius_sum,all_ionic_radius_avg,all_ionic_radius_dev,all_ionic_radius_min,all_ionic_radius_max,all_ionic_radius_range,all_ionic_radius_mode,all_unpaired_electrons_sum,all_unpaired_electrons_avg,all_unpaired_electrons_dev,all_unpaired_electrons_min,all_unpaired_electrons_max,all_unpaired_electrons_range,all_unpaired_electrons_mode,all_spin_moment_sum,all_spin_moment_avg,all_spin_moment_dev,all_spin_moment_min,all_spin_moment_max,all_spin_moment_range,all_spin_moment_mode,all_pauling_en_sum,all_pauling_en_avg,all_pauling_en_dev,all_pauling_en_min,all_pauling_en_max,all_pauling_en_range,all_pauling_en_mode,all_mulliken_en_sum,all_mulliken_en_avg,all_mulliken_en_dev,all_mulliken_en_min,all_mulliken_en_max,all_mulliken_en_range,all_mulliken_en_mode,all_allred_rochow_en_sum,all_allred_rochow_en_avg,all_allred_rochow_en_dev,all_allred_rochow_en_min,all_allred_rochow_en_max,all_allred_rochow_en_range,all_allred_rochow_en_mode,all_gordy_en_sum,all_gordy_en_avg,all_gordy_en_dev,all_gordy_en_min,all_gordy_en_max,all_gordy_en_range,all_gordy_en_mode,all_mb_en_sum,all_mb_en_avg,all_mb_en_dev,all_mb_en_min,all_mb_en_max,all_mb_en_range,all_mb_en_mode
P 63 c m,Y1Mn0.5Cu0.375Mo0.125O3,293.0,0.101325,hexagonal,Y1Mn0.5Cu0.375Mo0.125O3,6.0,1.2,0.9797958971132712,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132712,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265424,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265424,2.0,6.0,4.0,6.0,5.375,1.075,2.5533066795823802,0.0,9.0,9.0,0.0,44.625,8.925,2.5533066795823802,1.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,23.375,4.675,2.7238529696002316,0.0,9.0,9.0,0.0,136.625,27.325,2.7238529696002316,23.0,32.0,9.0,32.0,563.0,112.6,18.08770300508055,73.0,126.0,53.0,104.0,8.375,1.675,1.126665433924375,0.0,4.0,4.0,0.0,11.584290169860079,2.3168580339720157,1.4342833926457237,0.0,4.898979485566356,4.898979485566356,0.0,13.297500000000001,2.6595000000000004,0.9049252731579552,1.31,3.38,2.07,1.31,,,,,,,4.427827038553938,3.7227397261063,0.74454794522126,0.0005633370879919348,0.7441169434783457,0.7463928343196231,0.0022758908412774392,0.7450871898778268,0.7280818970778787,0.14561637941557576,0.13259388233029673,0.041044229168681036,0.48656519591222114,0.4455209667435401,0.3149519423230923,0.20712795331178813,0.041425590662357625,0.02658431889470613,0.0,0.10344827586206896,0.10344827586206896,0.0
P 63 c m,Y1Mn0.25Cu0.5625Mo0.1875O3,293.0,0.101325,hexagonal,Y1Mn0.25Cu0.5625Mo0.1875O3,6.0,1.199760047990402,0.9798448465072787,0.0,2.0,2.0,0.0,4.002,0.8002399520095981,0.9798448465072785,0.0,2.0,2.0,2.0,12.0,2.399520095980804,1.9596896930145573,0.0,4.0,4.0,0.0,18.006,3.600479904019197,1.9596896930145573,2.0,6.0,4.0,6.0,6.066999999999999,1.2131573685262946,2.9063491662109366,0.0,9.0,9.0,0.0,43.943000000000005,8.786842631473707,2.9063491662109366,1.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.014,14.0,0.0,14.0,14.0,0.0,14.0,24.067,4.812437512497501,2.8904571141739424,0.0,9.0,9.0,0.0,135.965,27.187562487502504,2.8904571141739424,23.0,32.0,9.0,32.0,564.33,112.84343131373727,17.700364989445255,73.0,126.0,53.0,104.0,7.563,1.5122975404919017,1.0123703677506812,0.0,4.0,4.0,0.0,10.685170850291438,2.13660684868855,1.3309559976191898,0.0,4.898979485566356,4.898979485566356,0.0,13.403400000000001,2.6801439712057595,0.8865783524501033,1.31,3.38,2.07,1.31,,,,,,,4.427827038553938,3.723553756034644,0.744561838839161,0.0005943314675179883,0.7441169434783457,0.7463928343196231,0.0022758908412774392,0.7450871898778268,0.7460709957119964,0.1491843622699453,0.13794461203123184,0.041044229168681036,0.48656519591222114,0.4455209667435401,0.3149519423230923,0.21383737567067237,0.042758923349464587,0.029436312487048873,0.0,0.10344827586206896,0.10344827586206896,0.0
P 63/m m c,Na0.67Ni0.2Mn0.69Li0.1O2,293.0,0.101325,hexagonal,Na0.67Ni0.2Mn0.69Li0.1O2,4.0,1.092896174863388,0.995675800999377,0.0,2.0,2.0,0.0,3.32,0.907103825136612,0.995675800999377,0.0,2.0,2.0,2.0,8.0,2.185792349726776,1.991351601998754,0.0,4.0,4.0,0.0,13.96,3.8142076502732247,1.991351601998754,2.0,6.0,4.0,6.0,3.6,0.9836065573770493,1.9848480963090052,0.0,8.0,8.0,0.0,33.0,9.016393442622952,1.9848480963090052,2.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.239999999999995,14.0,0.0,14.0,14.0,0.0,14.0,15.6,4.262295081967213,2.5322076547778822,0.0,8.0,8.0,0.0,101.52000000000001,27.737704918032794,2.5322076547778827,24.0,32.0,8.0,32.0,344.47020000000003,94.11754098360657,51.055929719543926,0.67,126.0,125.33,115.99999999999999,6.54,1.7868852459016396,1.001879448563772,0.0,3.0,3.0,0.0,8.968017118827023,2.450277901318859,1.3291463461888386,0.0,3.872983346207417,3.872983346207417,0.0,9.0526,2.473387978142077,1.0304845256818185,0.9600000000000001,3.38,2.42,0.9600000000000001,,,,,,,3.1368962004988585,15.298234674769674,4.179845539554556,6.434215150266807,0.744056196760504,16.73865359768322,15.994597400922718,0.7442049889789136,24.303123943967925,6.640197798898341,12.267321768256686,0.01408832436034581,29.850746268656714,29.836657944296366,0.06623599318659139,4.444424003858458,1.2143234983219833,2.3677727867012464,0.0,9.63855421686747,9.63855421686747,0.0
P 63/m m c,Na0.67Ni0.2Mn0.61Li0.19O2,293.0,0.101325,hexagonal,Na0.67Ni0.2Mn0.61Li0.19O2,4.0,1.08991825613079,0.9959491489099217,0.0,2.0,2.0,0.0,3.3400000000000007,0.9100817438692099,0.9959491489099217,0.0,2.0,2.0,2.0,8.0,2.17983651226158,1.9918982978198434,0.0,4.0,4.0,0.0,14.02,3.820163487738419,1.9918982978198436,2.0,6.0,4.0,6.0,3.1300000000000003,0.8528610354223434,1.7563078189986423,0.0,7.0,7.0,0.0,33.57,9.147138964577655,1.756307818998642,3.0,10.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.379999999999995,13.999999999999998,1.7763568394002505e-15,14.0,14.0,0.0,14.0,15.129999999999999,4.122615803814713,2.536642790246357,0.0,7.0,7.0,0.0,102.31,27.877384196185282,2.5366427902463564,25.0,32.0,7.0,32.0,354.6907,96.6459673024523,48.337501235574884,0.62,126.0,125.38,115.99999999999999,6.53,1.779291553133515,1.0913614423418843,0.0,4.0,4.0,0.0,8.896570373856282,2.424133616854572,1.4279732290156675,0.0,4.898979485566356,4.898979485566356,0.0,9.0168,2.456893732970027,1.046610018555933,0.9600000000000001,3.38,2.42,0.9600000000000001,,,,,,,3.1368962004988585,14.608548268306562,3.98053086329879,6.656004573935322,0.744056196760504,21.95198792574304,21.207931728982537,0.7442049889789136,22.031446605298704,6.003118966021445,12.191256492415915,0.01408832436034581,36.626608673985196,36.61252034962485,0.06623599318659139,3.803782773763515,1.0364530718701674,2.193508347634556,0.0,9.67741935483871,9.67741935483871,0.0
P 63/m m c,Na0.74Ni0.2Mn0.69Li0.1O2,293.0,0.101325,hexagonal,Na0.74Ni0.2Mn0.69Li0.1O2,4.0,1.0723860589812333,0.9973766883505777,0.0,2.0,2.0,0.0,3.46,0.9276139410187667,0.9973766883505777,0.0,2.0,2.0,2.0,8.0,2.1447721179624666,1.9947533767011554,0.0,4.0,4.0,0.0,14.379999999999999,3.8552278820375334,1.9947533767011554,2.0,6.0,4.0,6.0,3.67,0.9839142091152815,2.031853236434502,0.0,8.0,8.0,0.0,33.629999999999995,9.016085790884718,2.031853236434502,2.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.22,14.0,0.0,14.0,14.0,0.0,14.0,15.67,4.201072386058981,2.5981637003974956,0.0,8.0,8.0,0.0,103.69,27.798927613941018,2.5981637003974956,24.0,32.0,8.0,32.0,347.4683,93.15504021447721,52.16868921471729,0.67,126.0,125.33,115.99999999999999,6.470000000000001,1.734584450402145,1.007643523648203,0.0,3.0,3.0,0.0,8.894898183324736,2.384691201963736,1.3440779212561,0.0,3.872983346207417,3.872983346207417,0.0,9.1177,2.4444235924932975,1.041471686438239,0.9600000000000001,3.38,2.42,0.9600000000000001,,,,,,,3.1368962004988585,16.178595459628923,4.337425056200783,6.474649791823416,0.744056196760504,16.73865359768322,15.994597400922718,0.7442049889789136,26.201453930109622,7.0245184799221505,12.475178944001462,0.01408832436034581,29.850746268656714,29.836657944296366,0.06623599318659139,5.112501177417559,1.3706437472969326,2.610110207346755,0.0,9.63855421686747,9.63855421686747,0.0
P 63/m m c,Na0.72Ni0.21Mn0.69Li0.2O2,293.0,0.101325,hexagonal,Na0.72Ni0.21Mn0.69Li0.2O2,4.0,1.0471204188481675,0.9988892161433987,0.0,2.0,2.0,0.0,3.6399999999999997,0.9528795811518325,0.9988892161433987,0.0,2.0,2.0,2.0,8.0,2.094240837696335,1.9977784322867973,0.0,4.0,4.0,0.0,14.919999999999998,3.9057591623036645,1.9977784322867973,2.0,6.0,4.0,6.0,3.85,1.0078534031413613,2.076404741052772,0.0,8.0,8.0,0.0,34.35,8.992146596858639,2.076404741052772,2.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.48,14.0,0.0,14.0,14.0,0.0,14.0,15.85,4.149214659685864,2.638069441467565,0.0,8.0,8.0,0.0,106.39,27.850785340314136,2.638069441467565,24.0,32.0,8.0,32.0,361.93960000000004,94.74858638743457,49.56271890576164,0.67,126.0,125.33,115.99999999999999,6.59,1.725130890052356,1.0709622128729965,0.0,4.0,4.0,0.0,9.025782068508093,2.362770175002119,1.410891749724206,0.0,4.898979485566356,4.898979485566356,0.0,9.2162,2.4126178010471206,1.049882045480035,0.9600000000000001,3.38,2.42,0.9600000000000001,,,,,,,3.1368962004988585,14.76454679957759,3.8650646072192645,6.12130368277502,0.744056196760504,16.73865359768322,15.994597400922718,0.7442049889789136,23.515537476772874,6.155899863029548,11.869477248404307,0.01408832436034581,29.850746268656714,29.836657944296366,0.06623599318659139,4.766221066957657,1.2477018499889154,2.57841675051129,0.0,9.63855421686747,9.63855421686747,0.0
P 63 c m,Y1Mn0.75Cu0.16675V0.08325O3,293.0,0.101325,hexagonal,Y1Mn0.75Cu0.16675V0.08325O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,4.503,0.9006000000000001,2.0722740262812733,0.0,9.0,9.0,0.0,45.497,9.0994,2.0722740262812733,1.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,22.503,4.5006,2.539684948965127,0.0,9.0,9.0,0.0,137.497,27.4994,2.539684948965127,23.0,32.0,9.0,32.0,561.048,112.2096,18.753830751075895,68.0,126.0,58.0,104.0,9.167,1.8334,1.2132783852026705,0.0,4.0,4.0,0.0,12.44876847327734,2.489753694655468,1.517012373037691,0.0,4.898979485566356,4.898979485566356,0.0,13.155060000000002,2.6310120000000006,0.9273514629610502,1.31,3.38,2.07,1.31,,,,,,,4.427827038553938,3.7226162467132853,0.744523249342657,0.0004995114732680389,0.7441169434783457,0.7454133426650369,0.0012963991866912217,0.7450871898778268,0.6967168524276734,0.1393433704855347,0.12173883591238432,0.041044229168681036,0.3149519423230923,0.27390771315441126,0.3149519423230923,0.1983495654356625,0.039669913087132504,0.023102856423848357,0.0,0.10344827586206896,0.10344827586206896,0.0
P 63 c m,Y1Mn0.75Cu0.16675Nb0.08325O3,293.0,0.101325,hexagonal,Y1Mn0.75Cu0.16675Nb0.08325O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,4.503,0.9006000000000001,2.0722740262812733,0.0,9.0,9.0,0.0,45.497,9.0994,2.0722740262812733,1.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,22.503,4.5006,2.539684948965127,0.0,9.0,9.0,0.0,137.497,27.4994,2.539684948965127,23.0,32.0,9.0,32.0,561.8779999999999,112.37559999999999,18.402745030022018,78.0,126.0,48.0,104.0,9.167,1.8334,1.2132783852026705,0.0,4.0,4.0,0.0,12.44876847327734,2.489753694655468,1.517012373037691,0.0,4.898979485566356,4.898979485566356,0.0,13.152570000000003,2.6305140000000007,0.9278162726553139,1.31,3.38,2.07,1.31,,,,,,,4.427827038553938,3.7226683809399206,0.7445336761879842,0.0005239409004876798,0.7441169434783457,0.7460414658775085,0.0019245223991628535,0.7450871898778268,0.7113116827606025,0.1422623365521205,0.12678519147182418,0.041044229168681036,0.44354968926368143,0.4025054600950004,0.3149519423230923,0.1983495654356625,0.039669913087132504,0.023102856423848357,0.0,0.10344827586206896,0.10344827586206896,0.0
P 63 c m,Y1Mn0.75Cu0.1875W0.0625O3,293.0,0.101325,hexagonal,Y1Mn0.75Cu0.1875W0.0625O3,6.0,1.199760047990402,0.9798448465072787,0.0,2.0,2.0,0.0,4.002,0.8002399520095981,0.9798448465072787,0.0,2.0,2.0,2.0,12.0,2.399520095980804,1.9596896930145573,0.0,4.0,4.0,0.0,18.006,3.600479904019197,1.9596896930145573,2.0,6.0,4.0,6.0,4.692,0.9382123575284944,2.13641491053617,0.0,9.0,9.0,0.0,45.318000000000005,9.061787642471508,2.13641491053617,1.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.014,14.0,0.0,14.0,14.0,0.0,14.0,22.692,4.537492501499701,2.5399515271834763,0.0,9.0,9.0,0.0,137.34,27.462507498500305,2.5399515271834763,23.0,32.0,9.0,32.0,561.893,112.35612877424516,18.445514347144343,74.0,126.0,52.0,104.0,9.187999999999999,1.8372325534893021,1.2088048717077897,0.0,4.0,4.0,0.0,12.485141540236286,2.4965290022468083,1.5094504700004134,0.0,4.898979485566356,4.898979485566356,0.0,13.166920000000001,2.632857428514298,0.9256249873171515,1.31,3.38,2.07,1.31,,,,,,,4.427827038553938,3.723536566281402,0.7445584015759653,0.0006442544017011622,0.7441169434783457,0.7482873932120401,0.0041704497336944035,0.7450871898778268,0.7358735899436168,0.1471452889309372,0.14675535107596752,0.041044229168681036,0.8837523612561806,0.8427081320874996,0.3149519423230923,0.20052197922876597,0.04009637657043911,0.02332896623209735,0.0,0.10344827586206896,0.10344827586206896,0.0
P 63 c m,Y1Mn0.75Cu0.125Ti0.125O3,293.0,0.101325,hexagonal,Y1Mn0.75Cu0.125Ti0.125O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,4.125,0.825,1.8958836989646808,0.0,9.0,9.0,0.0,45.875,9.175,1.8958836989646808,1.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,22.125,4.425,2.5088593025516595,0.0,9.0,9.0,0.0,137.875,27.575,2.50885930255166,23.0,32.0,9.0,32.0,552.14625,110.42925,24.854038242054347,0.67,126.0,125.33,104.0,9.125,1.825,1.159471862530523,0.0,4.0,4.0,1.0,12.464279172885691,2.492855834577138,1.4528144368826739,0.0,4.898979485566356,4.898979485566356,1.7320508075688772,13.1325,2.6265,0.9315271064225666,1.31,3.38,2.07,1.31,,,,,,,4.427827038553938,5.721756343301346,1.144351268660269,2.497086887258868,0.7441169434783457,16.73865359768322,15.994536654204875,0.7450871898778268,4.389305264468621,0.8778610528937241,4.640903310025767,0.041044229168681036,29.850746268656714,29.809702039488034,0.3149519423230923,0.7488800135117198,0.14977600270234398,0.6933605240033265,0.0,4.477611940298507,4.477611940298507,0.0
P -6 m 2,Ba6Co3.96Mn2.04Cl0.94O15.64,293.0,0.101325,hexagonal,Ba6Co3.96Mn2.04Cl0.94O15.64,33.160000000000004,1.1602519244226734,0.9870761473760927,0.0,2.0,2.0,0.0,23.999999999999996,0.8397480755773268,0.9870761473760926,0.0,2.0,2.0,2.0,67.26,2.353393981805459,2.009866502637487,0.0,5.0,5.0,0.0,104.21999999999998,3.646606018194541,2.009866502637487,1.0,6.0,5.0,6.0,29.7,1.039188243526942,2.1169127107715697,0.0,6.0,6.0,0.0,256.1,8.96081175647306,2.1169127107715697,4.0,10.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.12,14.000000000000002,1.7763568394002505e-15,14.0,14.0,0.0,14.0,130.12,4.552834149755074,2.478918958623782,0.0,7.0,7.0,6.0,784.4399999999999,27.447165850244925,2.4789189586237823,25.0,32.0,7.0,26.0,3318.5467999999996,116.11430370888733,39.44284149093558,0.67,167.0,166.33,149.0,54.35999999999999,1.9020293911826451,1.2329407274823287,0.0,5.0,5.0,0.0,73.34865083280705,2.566432849293459,1.5347116520180681,0.0,5.916079783099616,5.916079783099616,0.0,72.7188,2.5443946815955214,1.013476926395271,0.95,3.38,2.4299999999999997,0.95,,,,,,,4.4723107473739105,53.904879369930775,1.8861049464636381,4.117803428104493,0.7441169434783457,16.73865359768322,15.994536654204875,0.7447845362819826,64.72111829647493,2.264559772444889,7.649189303251305,0.041044229168681036,29.850746268656714,29.809702039488034,0.3256153370902827,10.234324296396546,0.35809392219721997,1.1423742241152317,0.0,4.477611940298507,4.477611940298507,0.0
P -6 m 2,Ba6Co2Mn4Cl1O16,293.0,0.101325,hexagonal,Ba6Co2Mn4Cl1O16,34.0,1.1724137931034482,0.9850246108334966,0.0,2.0,2.0,0.0,24.0,0.8275862068965517,0.9850246108334966,0.0,2.0,2.0,2.0,69.0,2.3793103448275863,2.007121684255896,0.0,5.0,5.0,0.0,105.0,3.6206896551724137,2.007121684255896,1.0,6.0,5.0,6.0,25.0,0.8620689655172413,1.851823666496214,0.0,7.0,7.0,0.0,265.0,9.137931034482758,1.851823666496214,3.0,10.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,14.0,0.0,14.0,14.0,0.0,14.0,128.0,4.413793103448276,2.4985132321016272,0.0,7.0,7.0,7.0,800.0,27.586206896551722,2.4985132321016272,25.0,32.0,7.0,25.0,3243.18,111.83379310344827,47.66004778195132,0.67,167.0,166.33,149.0,52.0,1.793103448275862,1.0628300005118925,0.0,4.0,4.0,3.0,71.25078102011136,2.456923483452116,1.3764307026581983,0.0,4.898979485566356,4.898979485566356,3.872983346207417,73.5,2.5344827586206895,1.0258372063054964,0.95,3.38,2.4299999999999997,0.95,,,,,,,4.4723107473739105,85.56374943528517,2.9504741184581094,5.5152718027458185,0.7441169434783457,16.73865359768322,15.994536654204875,0.7447845362819826,122.62758104257257,4.228537277330089,10.249553700728931,0.041044229168681036,29.850746268656714,29.809702039488034,0.3256153370902827,18.8733647359612,0.6508056805503862,1.5308757477786468,0.0,4.477611940298507,4.477611940298507,0.0
P 63/m,La8.67Mn0.5Ca0.5Si6O26,293.0,0.101325,hexagonal,La8.67Mn0.5Ca0.5Si6O26,52.006,1.2480441564674825,0.9687487271952078,0.0,2.0,2.0,0.0,31.334,0.7519558435325173,0.9687487271952078,0.0,2.0,2.0,2.0,104.006,2.495944324454044,1.9374599996077282,0.0,4.0,4.0,0.0,146.014,3.504055675545956,1.9374599996077282,2.0,6.0,4.0,6.0,2.5,0.05999520038396928,0.54440479227385,0.0,5.0,5.0,0.0,414.19999999999993,9.940004799616029,0.54440479227385,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.38,14.0,0.0,14.0,14.0,0.0,14.0,158.512,3.8039836813054952,2.8797637204963205,0.0,6.0,6.0,0.0,1174.9279999999999,28.1960163186945,2.87976372049632,26.0,32.0,6.0,32.0,4721.762,113.31322294216461,24.76063213303575,54.0,126.0,72.0,117.19999999999999,54.506,1.308039356851452,1.0416800640227553,0.0,5.0,5.0,0.0,76.50563041632499,1.8359882509317251,1.428737264509602,0.0,5.916079783099616,5.916079783099616,0.0,111.65194000000001,2.6794322054235664,0.935744878535443,1.06,3.38,2.32,1.1900000000000002,,,,,,,5.164189363382044,31.02489689725093,0.7445379624970225,0.000552656040674087,0.7441169434783457,0.7452924298359429,0.001175486357597233,0.7452924298359429,6.036031945541431,0.14485317843871925,0.15177710608206782,0.041044229168681036,0.42192974031338953,0.3808855111447085,0.42192974031338953,1.2639884339715266,0.030333295751656504,0.022950838182629878,0.0,0.05154639175257732,0.05154639175257732,0.0
P 63/m,La8.67Mn0.5Sr0.5Si6O26,293.0,0.101325,hexagonal,La8.67Mn0.5Sr0.5Si6O26,52.006,1.2480441564674825,0.9687487271952078,0.0,2.0,2.0,0.0,31.334,0.7519558435325173,0.9687487271952078,0.0,2.0,2.0,2.0,104.006,2.495944324454044,1.9374599996077282,0.0,4.0,4.0,0.0,146.014,3.504055675545956,1.9374599996077282,2.0,6.0,4.0,6.0,2.5,0.05999520038396928,0.54440479227385,0.0,5.0,5.0,0.0,414.19999999999993,9.940004799616029,0.54440479227385,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.38,14.0,0.0,14.0,14.0,0.0,14.0,158.512,3.8039836813054952,2.8797637204963205,0.0,6.0,6.0,0.0,1174.9279999999999,28.1960163186945,2.87976372049632,26.0,32.0,6.0,32.0,4730.762,113.5292056635469,24.844045725934745,54.0,132.0,78.0,117.19999999999999,54.506,1.308039356851452,1.0416800640227553,0.0,5.0,5.0,0.0,76.50563041632499,1.8359882509317251,1.428737264509602,0.0,5.916079783099616,5.916079783099616,0.0,111.62694,2.6788322534197264,0.9367984193819655,1.01,3.38,2.37,1.1900000000000002,,,,,,,5.164189363382044,31.02501039375626,0.7445406861952546,0.0005526713779628265,0.7441169434783457,0.7452924298359429,0.001175486357597233,0.7452924298359429,6.088516619575239,0.1461127098530175,0.1521352730788836,0.041044229168681036,0.42192974031338953,0.3808855111447085,0.42192974031338953,1.2639884339715266,0.030333295751656504,0.022950838182629878,0.0,0.05154639175257732,0.05154639175257732,0.0
P 63/m,La8.67Mn0.5Ba0.5Si6O26,293.0,0.101325,hexagonal,La8.67Mn0.5Ba0.5Si6O26,52.006,1.2480441564674825,0.9687487271952078,0.0,2.0,2.0,0.0,31.334,0.7519558435325173,0.9687487271952078,0.0,2.0,2.0,2.0,104.006,2.495944324454044,1.9374599996077282,0.0,4.0,4.0,0.0,146.014,3.504055675545956,1.9374599996077282,2.0,6.0,4.0,6.0,2.5,0.05999520038396928,0.54440479227385,0.0,5.0,5.0,0.0,414.19999999999993,9.940004799616029,0.54440479227385,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.38,14.0,0.0,14.0,14.0,0.0,14.0,158.512,3.8039836813054952,2.8797637204963205,0.0,6.0,6.0,0.0,1174.9279999999999,28.1960163186945,2.87976372049632,26.0,32.0,6.0,32.0,4739.262,113.7331893448524,25.06368294012402,54.0,149.0,95.0,117.19999999999999,54.506,1.308039356851452,1.0416800640227553,0.0,5.0,5.0,0.0,76.50563041632499,1.8359882509317251,1.428737264509602,0.0,5.916079783099616,5.916079783099616,0.0,111.59694,2.6781123110151186,0.9381028104608722,0.95,3.38,2.4299999999999997,1.1900000000000002,,,,,,,5.164189363382044,31.025074695432235,0.7445422293120286,0.0005531703165741276,0.7441169434783457,0.7452924298359429,0.001175486357597233,0.7452924298359429,6.130734947222535,0.14712586866384775,0.15304344618260202,0.041044229168681036,0.42192974031338953,0.3808855111447085,0.42192974031338953,1.2639884339715266,0.030333295751656504,0.022950838182629878,0.0,0.05154639175257732,0.05154639175257732,0.0
P 63,Na0.8Li0.12Ni0.22Mn0.66O2,293.0,0.101325,hexagonal,Na0.8Li0.12Ni0.22Mn0.66O2,4.0,1.0526315789473684,0.9986139979479093,0.0,2.0,2.0,0.0,3.6000000000000005,0.9473684210526316,0.9986139979479093,0.0,2.0,2.0,2.0,8.0,2.1052631578947367,1.9972279958958186,0.0,4.0,4.0,0.0,14.8,3.8947368421052633,1.9972279958958186,2.0,6.0,4.0,6.0,3.74,0.9842105263157894,2.0735840210902414,0.0,8.0,8.0,0.0,34.26,9.01578947368421,2.0735840210902414,2.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2,14.0,0.0,14.0,14.0,0.0,14.0,15.74,4.1421052631578945,2.656831470493354,0.0,8.0,8.0,0.0,105.86,27.857894736842102,2.656831470493354,24.0,32.0,8.0,32.0,356.2248,93.74336842105262,51.543377656423395,0.67,126.0,125.33,115.99999999999999,6.42,1.6894736842105262,1.022584309658676,0.0,3.0,3.0,0.0,8.835277225433437,2.3250729540614308,1.3685697376140917,0.0,3.872983346207417,3.872983346207417,0.0,9.1848,2.417052631578947,1.0516677218731765,0.9600000000000001,3.38,2.42,0.9600000000000001,,,,,,,3.1368962004988585,15.987526602847408,4.207243842854581,6.367651997940732,0.744056196760504,16.73865359768322,15.994597400922718,0.7442049889789136,25.857380176028826,6.804573730533901,12.320753037566716,0.01408832436034581,29.850746268656714,29.836657944296366,0.06623599318659139,5.170943903545954,1.3607747114594615,2.6476787852369545,0.0,9.63855421686747,9.63855421686747,0.0
