HMS,StructuredFormula,Temperature,Pressure,crystal_system,formula,var_valence_s_sum,var_valence_s_avg,var_valence_s_dev,var_valence_s_min,var_valence_s_max,var_valence_s_range,var_valence_s_mode,var_unfilled_valence_s_sum,var_unfilled_valence_s_avg,var_unfilled_valence_s_dev,var_unfilled_valence_s_min,var_unfilled_valence_s_max,var_unfilled_valence_s_range,var_unfilled_valence_s_mode,var_valence_p_sum,var_valence_p_avg,var_valence_p_dev,var_valence_p_min,var_valence_p_max,var_valence_p_range,var_valence_p_mode,var_unfilled_valence_p_sum,var_unfilled_valence_p_avg,var_unfilled_valence_p_dev,var_unfilled_valence_p_min,var_unfilled_valence_p_max,var_unfilled_valence_p_range,var_unfilled_valence_p_mode,var_valence_d_sum,var_valence_d_avg,var_valence_d_dev,var_valence_d_min,var_valence_d_max,var_valence_d_range,var_valence_d_mode,var_unfilled_valence_d_sum,var_unfilled_valence_d_avg,var_unfilled_valence_d_dev,var_unfilled_valence_d_min,var_unfilled_valence_d_max,var_unfilled_valence_d_range,var_unfilled_valence_d_mode,var_valence_f_sum,var_valence_f_avg,var_valence_f_dev,var_valence_f_min,var_valence_f_max,var_valence_f_range,var_valence_f_mode,var_unfilled_valence_f_sum,var_unfilled_valence_f_avg,var_unfilled_valence_f_dev,var_unfilled_valence_f_min,var_unfilled_valence_f_max,var_unfilled_valence_f_range,var_unfilled_valence_f_mode,var_valence_total_sum,var_valence_total_avg,var_valence_total_dev,var_valence_total_min,var_valence_total_max,var_valence_total_range,var_valence_total_mode,var_unfilled_valence_total_sum,var_unfilled_valence_total_avg,var_unfilled_valence_total_dev,var_unfilled_valence_total_min,var_unfilled_valence_total_max,var_unfilled_valence_total_range,var_unfilled_valence_total_mode,var_ionic_radius_sum,var_ionic_radius_avg,var_ionic_radius_dev,var_ionic_radius_min,var_ionic_radius_max,var_ionic_radius_range,var_ionic_radius_mode,var_unpaired_electrons_sum,var_unpaired_electrons_avg,var_unpaired_electrons_dev,var_unpaired_electrons_min,var_unpaired_electrons_max,var_unpaired_electrons_range,var_unpaired_electrons_mode,var_spin_moment_sum,var_spin_moment_avg,var_spin_moment_dev,var_spin_moment_min,var_spin_moment_max,var_spin_moment_range,var_spin_moment_mode,var_pauling_en_sum,var_pauling_en_avg,var_pauling_en_dev,var_pauling_en_min,var_pauling_en_max,var_pauling_en_range,var_pauling_en_mode,var_allred_rochow_en_sum,var_allred_rochow_en_avg,var_allred_rochow_en_dev,var_allred_rochow_en_min,var_allred_rochow_en_max,var_allred_rochow_en_range,var_allred_rochow_en_mode,var_gordy_en_sum,var_gordy_en_avg,var_gordy_en_dev,var_gordy_en_min,var_gordy_en_max,var_gordy_en_range,var_gordy_en_mode,var_mb_en_sum,var_mb_en_avg,var_mb_en_dev,var_mb_en_min,var_mb_en_max,var_mb_en_range,var_mb_en_mode
P 63/m,Sr3.82Nd0.18Mn3O15Ge3,293.0,0.101325,hexagonal,Sr3.82Nd0.18Mn3O15Ge3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.360000000000001,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.08,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,41.18,6.663430420711974,3.313694622469603,0.0,10.0,10.0,0.0,20.62,3.336569579288026,3.3136946224696033,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.52000000000001,14.0,0.0,14.0,14.0,0.0,14.0,41.18,6.663430420711974,3.313694622469603,0.0,10.0,10.0,0.0,156.58,25.336569579288025,3.3136946224696033,22.0,32.0,10.0,32.0,392.89340000000004,63.57498381877023,26.04736086768214,0.67,112.3,111.63,112.3,11.18,1.8090614886731389,1.888248985823929,0.0,4.0,4.0,0.0,13.855621622424739,2.2420099712661385,2.3301720898583556,0.0,4.898979485566356,4.898979485566356,0.0,11.556000000000001,1.869902912621359,0.26213275798162,1.23,2.13,0.8999999999999999,1.23,17.722663987344845,2.8677449817710103,5.425371019704167,0.7451651588299728,16.73865359768322,15.993488438853248,0.7454874923943088,26.296325144307477,4.255068793577261,10.01153512770986,0.25477707006369427,29.850746268656714,29.595969198593018,0.46530750941749927,4.230485787622397,0.6845446258288668,1.4843695398562546,0.0,4.477611940298507,4.477611940298507,0.0
P 63/m,Sr3.79Sm0.21Mn3O15Ge3,293.0,0.101325,hexagonal,Sr3.79Sm0.21Mn3O15Ge3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.260000000000005,6.000000000000001,8.881784197001252e-16,6.0,6.0,0.0,6.0,41.21,6.636070853462158,3.333273432525177,0.0,10.0,10.0,0.0,20.89,3.3639291465378425,3.333273432525177,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.94,14.0,0.0,14.0,14.0,0.0,14.0,41.21,6.636070853462158,3.333273432525177,0.0,10.0,10.0,0.0,157.51,25.363929146537842,3.333273432525177,22.0,32.0,10.0,32.0,398.0723,64.10181964573269,25.696534320350928,0.67,109.80000000000001,109.13000000000001,109.80000000000001,11.21,1.8051529790660228,1.892192412614494,0.0,4.0,4.0,0.0,13.886401506605505,2.236135508310065,2.3343036115282274,0.0,4.898979485566356,4.898979485566356,0.0,11.5983,1.8676811594202898,0.2629623782033212,1.26,2.13,0.8699999999999999,1.26,17.26525005145801,2.780233502650243,5.329054583224714,0.7451651588299728,16.73865359768322,15.993488438853248,0.7456117424273003,25.4282103737261,4.094719866944621,9.833393369626384,0.25477707006369427,29.850746268656714,29.595969198593018,0.4929507479598195,4.0976860918338245,0.6598528328234822,1.4583545356916003,0.0,4.477611940298507,4.477611940298507,0.0
P 63/m,Sr3.85Eu0.15Mn3O15Ge3,293.0,0.101325,hexagonal,Sr3.85Eu0.15Mn3O15Ge3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.299999999999999,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,6.0,0.0,6.0,6.0,0.0,6.0,41.15,6.691056910569106,3.293576110914579,0.0,10.0,10.0,0.0,20.349999999999998,3.3089430894308944,3.293576110914579,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.10000000000001,14.000000000000002,1.7763568394002505e-15,14.0,14.0,0.0,14.0,41.15,6.691056910569106,3.293576110914579,0.0,10.0,10.0,0.0,155.65,25.308943089430898,3.293576110914579,22.0,32.0,10.0,32.0,386.64950000000005,62.869837398373996,26.070515289369247,0.67,108.7,108.03,108.7,11.149999999999999,1.8130081300813008,1.8842504860667664,0.0,4.0,4.0,0.0,13.824841738243968,2.24794174605593,2.3259777601011917,0.0,4.898979485566356,4.898979485566356,0.0,,,,,,,,18.180131840311233,2.956118998424591,5.5195112228899825,0.7451651588299728,16.73865359768322,15.993488438853248,0.7456729895450865,27.1764324188003,4.418932100617935,10.184940335331323,0.25477707006369427,29.850746268656714,29.595969198593018,0.5065570015345559,4.36328548341097,0.7094773143757676,1.5097739950190299,0.0,4.477611940298507,4.477611940298507,0.0
P 63/m,Sr3.85Gd0.15Mn3O15Ge3,293.0,0.101325,hexagonal,Sr3.85Gd0.15Mn3O15Ge3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,6.0,6.0,0.0,6.0,41.15,6.858333333333333,3.1577835933170313,3.0,10.0,7.0,10.0,18.849999999999998,3.141666666666666,3.1577835933170313,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,14.0,0.0,14.0,14.0,0.0,14.0,41.15,6.858333333333333,3.1577835933170313,3.0,10.0,7.0,10.0,150.85,25.141666666666666,3.157783593317031,22.0,29.0,7.0,22.0,370.3445,61.72408333333333,25.35430366150335,0.67,78.5,77.83,67.0,11.149999999999999,1.8583333333333332,1.8854523477286704,0.0,4.0,4.0,0.0,13.824841738243968,2.304140289707328,2.3272166906730942,0.0,4.898979485566356,4.898979485566356,0.0,11.3355,1.8892499999999999,0.24093969681229357,1.6400000000000001,2.13,0.48999999999999977,2.13,18.068280891879468,3.011380148646578,5.576865038659312,0.7451651588299728,16.73865359768322,15.993488438853248,0.7461067474547632,27.100448868570115,4.516741478095019,10.29242931614761,0.25477707006369427,29.850746268656714,29.595969198593018,0.3931812798583227,4.36328548341097,0.7272142472351617,1.5243045639435087,0.050955414012738856,4.477611940298507,4.426656526285768,0.14925373134328357
P 63/m,Sr3.88Dy0.12Mn3O15Ge3,293.0,0.101325,hexagonal,Sr3.88Dy0.12Mn3O15Ge3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.72,6.0,0.0,6.0,6.0,0.0,6.0,41.120000000000005,6.718954248366014,3.2728982505863367,0.0,10.0,10.0,0.0,20.08,3.2810457516339864,3.2728982505863367,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.68,14.0,0.0,14.0,14.0,0.0,14.0,41.120000000000005,6.718954248366014,3.2728982505863367,0.0,10.0,10.0,0.0,154.72,25.281045751633986,3.2728982505863367,22.0,32.0,10.0,32.0,380.6336,62.19503267973856,26.15280212493224,0.67,105.2,104.53,105.2,11.120000000000001,1.8169934640522878,1.8801957501230584,0.0,4.0,4.0,0.0,13.794061854063202,2.253931675500523,2.32171924174081,0.0,4.898979485566356,4.898979485566356,0.0,11.4936,1.8780392156862746,0.2515911685834555,1.31,2.13,0.8199999999999998,1.31,18.63759083531469,3.045357979626583,5.611560865901698,0.7451651588299728,16.73865359768322,15.993488438853248,0.7458774189135248,28.05434615167091,4.584043488835116,10.354614158166614,0.25477707006369427,29.850746268656714,29.595969198593018,0.5501517261916734,4.496085179199543,0.734654441045677,1.534589916323099,0.0,4.477611940298507,4.477611940298507,0.0
P 63/m,Sr3.71Gd0.29Mn3O15Ge3,293.0,0.101325,hexagonal,Sr3.71Gd0.29Mn3O15Ge3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,6.0,6.0,0.0,6.0,41.29,6.881666666666667,3.1327831963855326,3.0,10.0,7.0,10.0,18.71,3.1183333333333336,3.132783196385533,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,14.0,0.0,14.0,14.0,0.0,14.0,41.29,6.881666666666667,3.1327831963855326,3.0,10.0,7.0,10.0,150.71,25.118333333333336,3.1327831963855326,22.0,29.0,7.0,22.0,381.2407,63.54011666666667,23.645974509129218,0.67,78.5,77.83,67.0,11.29,1.8816666666666666,1.905517573317607,0.0,4.0,4.0,0.0,13.968481197754222,2.328080199625704,2.348412779753752,0.0,4.898979485566356,4.898979485566356,0.0,11.3313,1.8885500000000002,0.2416182888359239,1.6400000000000001,2.13,0.48999999999999977,2.13,15.829192510440013,2.6381987517400023,5.165762818653575,0.7451651588299728,16.73865359768322,15.993488438853248,0.7461067474547632,22.957013180767092,3.826168863461182,9.534434260572505,0.25477707006369427,29.850746268656714,29.595969198593018,0.3931812798583227,3.7435535697309628,0.6239255949551604,1.4125552018291683,0.050955414012738856,4.477611940298507,4.426656526285768,0.14925373134328357
P 63 c m,Y1Mn0.5Fe0.48Pd0.02O3,293.0,0.101325,hexagonal,Y1Mn0.5Fe0.48Pd0.02O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,4.54,4.54,0.5370288632839021,4.0,6.0,2.0,5.0,5.46,5.46,0.5370288632839021,4.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,4.54,4.54,0.5370288632839021,4.0,6.0,2.0,5.0,27.46,27.46,0.5370288632839021,26.0,28.0,2.0,27.0,78.81,78.81,2.6322803802026864,75.5,97.0,21.5,78.5,4.5,4.5,0.5,4.0,5.0,1.0,5.0,5.4075296343329855,5.4075296343329855,0.5085501487666302,4.898979485566356,5.916079783099616,1.0171002975332604,5.916079783099616,1.7873999999999999,1.7873999999999999,0.15865446731813135,1.61,2.3200000000000003,0.7100000000000002,1.9200000000000002,0.7452084076458878,0.7452084076458878,0.00019165831208503624,0.7447630991603783,0.7464699168520781,0.0017068176916997801,0.7452176480984414,0.2646076654050631,0.2646076654050631,0.03761297362103802,0.20618556701030927,0.5194393379718508,0.31325377096154156,0.26625452848926384,0.05765217894231944,0.05765217894231944,0.007022521625119915,0.050955414012738856,0.07947019867549669,0.028514784662757836,0.06369426751592357
P 63 c m,Y1Mn0.5Fe0.45Pd0.05O3,293.0,0.101325,hexagonal,Y1Mn0.5Fe0.45Pd0.05O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,4.6,4.6,0.5830951894845301,4.0,6.0,2.0,5.0,5.4,5.4,0.5830951894845301,4.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,4.6,4.6,0.5830951894845301,4.0,6.0,2.0,5.0,27.4,27.4,0.5830951894845301,26.0,28.0,2.0,27.0,79.275,79.275,4.118479695227354,75.5,97.0,21.5,78.5,4.5,4.5,0.5,4.0,5.0,1.0,5.0,5.407529634332986,5.407529634332986,0.5085501487666302,4.898979485566356,5.916079783099616,1.0171002975332604,5.916079783099616,1.7985000000000002,1.7985000000000002,0.18254519988211143,1.61,2.3200000000000003,0.7100000000000002,1.9200000000000002,0.7452339139184092,0.7452339139184092,0.0002995243178928782,0.7447630991603783,0.7464699168520781,0.0017068176916997801,0.7452176480984414,0.27074546459793913,0.27074546459793913,0.0585205289665285,0.20618556701030927,0.5194393379718508,0.31325377096154156,0.26625452848926384,0.05814318620930179,0.05814318620930179,0.007876123136541173,0.050955414012738856,0.07947019867549669,0.028514784662757836,0.06369426751592357
P 63 c m,Y1Mn0.5Fe0.43Pd0.07O3,293.0,0.101325,hexagonal,Y1Mn0.5Fe0.43Pd0.07O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,4.64,4.64,0.6086049621881175,4.0,6.0,2.0,5.0,5.359999999999999,5.359999999999999,0.6086049621881175,4.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,4.64,4.64,0.6086049621881175,4.0,6.0,2.0,5.0,27.36,27.36,0.6086049621881175,26.0,28.0,2.0,27.0,79.58500000000001,79.58500000000001,4.838416579832704,75.5,97.0,21.5,78.5,4.5,4.5,0.5,4.0,5.0,1.0,5.0,5.4075296343329855,5.4075296343329855,0.5085501487666302,4.898979485566356,5.916079783099616,1.0171002975332604,5.916079783099616,1.8059,1.8059,0.1965202025238118,1.61,2.3200000000000003,0.7100000000000002,1.9200000000000002,0.74525091810009,0.74525091810009,0.0003525808188220283,0.7447630991603783,0.7464699168520781,0.0017068176916997801,0.7452176480984414,0.27483733072652317,0.27483733072652317,0.06872218157254809,0.20618556701030927,0.5194393379718508,0.31325377096154156,0.26625452848926384,0.05847052438729003,0.05847052438729003,0.00838115607058432,0.050955414012738856,0.07947019867549669,0.028514784662757836,0.06369426751592357
P 63/m m c,Na0.66Li0.22Ti0.15Mn0.63O2,293.0,0.101325,hexagonal,Na0.66Li0.22Ti0.15Mn0.63O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.679999999999999,5.999999999999998,1.7763568394002505e-15,6.0,6.0,0.0,6.0,1.8899999999999997,2.4230769230769225,1.0066347944848002,0.0,3.0,3.0,1.0,5.909999999999999,7.576923076923076,1.0066347944848002,7.0,10.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.919999999999998,13.999999999999996,3.552713678800501e-15,14.0,14.0,0.0,14.0,1.8899999999999997,2.4230769230769225,1.0066347944848002,0.0,3.0,3.0,1.0,23.07,29.576923076923077,1.0066347944848002,29.0,32.0,3.0,31.0,12.5686,16.113589743589742,31.66133081797136,0.6,81.0,80.4,81.0,1.8899999999999997,2.4230769230769225,1.0066347944848002,0.0,3.0,3.0,1.0,2.506137961935633,3.2129973870969657,1.186346079892921,0.0,3.872983346207417,3.872983346207417,1.7320508075688772,1.3011,1.668076923076923,0.02869189523316653,1.6300000000000001,1.76,0.1299999999999999,1.6300000000000001,10.854583378854306,13.9161325369927,6.498113310990412,0.7449471331721115,20.688444444444443,19.94349731127233,0.7449471331721115,19.012154288117518,24.374556779637842,11.819608980906924,0.2136985708663774,33.333333333333336,33.11963476246696,0.2136985708663774,2.598866777224986,3.331880483621777,1.9511122425570786,0.0,4.477611940298507,4.477611940298507,0.012345679012345678
P 63/m m c,Ba0.8Sr0.2Mn0.4Fe0.6O2.69,293.0,0.101325,hexagonal,Ba0.8Sr0.2Mn0.4Fe0.6O2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,4.220000000000001,4.220000000000001,0.9651942809610923,3.0,5.0,2.0,5.0,5.78,5.78,0.9651942809610923,5.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,4.220000000000001,4.220000000000001,0.9651942809610923,3.0,5.0,2.0,5.0,27.779999999999998,27.779999999999998,0.9651942809610924,27.0,29.0,2.0,27.0,48.924600000000005,48.924600000000005,37.7776269349995,0.67,78.5,77.83,78.5,4.220000000000001,4.220000000000001,0.9651942809610923,3.0,5.0,2.0,5.0,5.119361131129915,5.119361131129915,0.9859724180098729,3.872983346207417,5.916079783099616,2.043096436892199,5.916079783099616,1.8194,1.8194,0.12327870862399568,1.6400000000000001,1.9200000000000002,0.28,1.9200000000000002,6.822722259155288,6.822722259155288,7.762997824459103,0.7451651588299728,16.73865359768322,15.993488438853248,0.7452176480984414,11.508131840584383,11.508131840584383,14.360091041270447,0.25477707006369427,29.850746268656714,29.595969198593018,0.26625452848926384,1.7407282061032416,1.7407282061032416,2.142655996372959,0.050955414012738856,4.477611940298507,4.426656526285768,0.06369426751592357
P 63/m m c,Li0.06Mg0.065Mn0.37Na0.325O1,293.0,0.101325,hexagonal,Li0.06Mg0.065Mn0.37Na0.325O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,6.000000000000001,8.881784197001252e-16,6.0,6.0,0.0,6.0,1.104,2.983783783783784,0.21996745891217084,0.0,3.0,3.0,3.0,2.596,7.0162162162162165,0.21996745891217087,7.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,14.0,0.0,14.0,14.0,0.0,14.0,1.104,2.983783783783784,0.21996745891217084,0.0,3.0,3.0,3.0,10.736,29.01621621621622,0.21996745891217087,29.0,32.0,3.0,29.0,0.24776,0.6696216216216216,0.005132574041283991,0.6,0.67,0.07000000000000006,0.67,1.104,2.983783783783784,0.21996745891217084,0.0,3.0,3.0,3.0,1.4252578714043294,3.852048301092782,0.283976768358134,0.0,3.872983346207417,3.872983346207417,3.872983346207417,0.61808,1.6704864864864863,0.006599023767365131,1.67,1.76,0.09000000000000008,1.67,6.201201412836315,16.760003818476527,0.2896084852655392,16.73865359768322,20.688444444444443,3.9497908467612213,16.73865359768322,11.051741293532336,29.869571063600908,0.2553519423524375,29.850746268656714,33.333333333333336,3.482587064676622,29.850746268656714,1.6477611940298507,4.45340863251311,0.32830964016741915,0.0,4.477611940298507,4.477611940298507,4.477611940298507
P 63/m m c,Na0.667Cu0.167Ni0.167Mn0.667O2,293.0,0.101325,hexagonal,Na0.667Cu0.167Ni0.167Mn0.667O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0020000000000002,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.006,6.0,0.0,6.0,6.0,0.0,6.0,4.843,4.838161838161837,2.6078690988133726,3.0,9.0,6.0,9.0,5.167000000000001,5.161838161838162,2.6078690988133726,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.014000000000001,14.0,0.0,14.0,14.0,0.0,14.0,4.843,4.838161838161837,2.6078690988133726,3.0,9.0,6.0,9.0,27.189,27.16183816183816,2.6078690988133726,23.0,29.0,6.0,23.0,15.347990000000001,15.332657342657342,32.35043807258227,0.67,87.0,86.33,87.0,2.505,2.5024975024975022,0.7678893814486658,1.0,4.0,3.0,1.0,3.3479576950350403,3.344613081953087,0.8189665372719022,1.7320508075688772,4.898979485566356,3.1669286779974786,1.7320508075688772,1.77011,1.7683416583416582,0.13920226249226048,1.6400000000000001,1.97,0.32999999999999985,1.96,13.341640221931447,13.328311910021425,5.890602198122982,0.7451200589026606,16.73865359768322,15.99353353878056,0.7451200589026606,24.436048590742253,24.411636953788463,10.956496776018088,0.25477707006369427,29.850746268656714,29.595969198593018,0.27143488727431603,4.600201610886081,4.595606004881199,2.771377006740429,0.050955414012738856,9.63855421686747,9.587598802854732,0.10344827586206896
P 63/m m c,Na0.7Cu0.2Fe0.1Mn0.7O2,293.0,0.101325,hexagonal,Na0.7Cu0.2Fe0.1Mn0.7O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,4.6,4.6,2.2891046284519194,3.0,9.0,6.0,9.0,5.4,5.4,2.2891046284519194,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,4.6,4.6,2.2891046284519194,3.0,9.0,6.0,9.0,27.400000000000002,27.400000000000002,2.2891046284519194,23.0,29.0,6.0,23.0,41.285000000000004,41.285000000000004,40.72159408716707,0.67,87.0,86.33,78.5,3.0,3.0,1.1832159566199232,1.0,5.0,4.0,1.0,3.854305710040717,3.854305710040717,1.2427097382524714,1.7320508075688772,5.916079783099616,4.1840289755307385,1.7320508075688772,1.747,1.747,0.13160927019021115,1.6400000000000001,1.96,0.31999999999999984,1.96,8.741905607197982,8.741905607197982,7.996747990526123,0.7451200589026606,16.73865359768322,15.99353353878056,0.7451200589026606,15.057240978644886,15.057240978644886,14.793506254670143,0.25477707006369427,29.850746268656714,29.595969198593018,0.27143488727431603,2.2760561348758075,2.2760561348758075,2.201621700205721,0.050955414012738856,4.477611940298507,4.426656526285768,0.10344827586206896
P 63/m m c,Ba3Mn1Ti1Sb1O9,293.0,0.101325,hexagonal,Ba3Mn1Ti1Sb1O9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,6.0,6.0,0.0,6.0,14.0,4.666666666666667,3.858612300930075,1.0,10.0,9.0,1.0,16.0,5.333333333333333,3.858612300930075,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,14.0,14.0,0.0,14.0,14.0,4.666666666666667,3.858612300930075,1.0,10.0,9.0,1.0,82.0,27.333333333333332,3.858612300930075,22.0,31.0,9.0,31.0,157.67,52.556666666666665,36.74615293545102,0.67,81.0,80.33,81.0,4.0,1.3333333333333333,1.247219128924647,0.0,3.0,3.0,1.0,5.605034153776295,1.8683447179254316,1.5840732353651266,0.0,3.872983346207417,3.872983346207417,1.7320508075688772,5.5,1.8333333333333333,0.2597862369119827,1.6300000000000001,2.1999999999999997,0.5699999999999996,1.6300000000000001,18.230326705092548,6.076775568364183,7.539086289691693,0.7449471331721115,16.73865359768322,15.99370646451111,0.7449471331721115,30.64153130756858,10.213843769189527,13.886179400664043,0.2136985708663774,29.850746268656714,29.637047697790337,0.2136985708663774,4.621536566679274,1.5405121888930913,2.0774135128969125,0.012345679012345678,4.477611940298507,4.465266261286161,0.012345679012345678
P 63/m,Sr1Mn2Co6Te3O18,293.0,0.101325,hexagonal,Sr1Mn2Co6Te3O18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,6.0,0.0,6.0,6.0,0.0,6.0,82.0,7.454545454545454,1.7248787237282068,5.0,10.0,5.0,5.0,28.0,2.5454545454545454,1.7248787237282068,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,14.0,0.0,14.0,14.0,0.0,14.0,82.0,7.454545454545454,1.7248787237282068,5.0,10.0,5.0,5.0,270.0,24.545454545454547,1.7248787237282068,22.0,27.0,5.0,27.0,935.0,85.0,9.707073334804509,70.0,97.0,27.0,97.0,28.0,2.5454545454545454,1.7248787237282068,0.0,5.0,5.0,5.0,35.070059643443734,3.188187240313067,2.0930639422051818,0.0,5.916079783099616,5.916079783099616,5.916079783099616,21.700000000000003,1.9727272727272729,0.22417894269334812,1.61,2.2800000000000002,0.6700000000000002,1.61,8.201367038632949,0.7455788216939044,0.0010463014248570763,0.7447630991603783,0.7472814722824932,0.002518373122114892,0.7447630991603783,3.81012226480219,0.34637475134565365,0.18032252251349207,0.20618556701030927,0.6398413921296003,0.43365582511929107,0.20618556701030927,1.0062404832630238,0.0914764075693658,0.03306796367416163,0.05154639175257732,0.14285714285714285,0.09131075110456553,0.05154639175257732
